Campaign Name,Spend,Cost Per Click,Cost Per Conversion,Revenue,Clicks
Pmax Feed Only | Fruits | StarterPPC,624.471409,0.7643468898408813,0.0,0.0,817
YT Video Remarketing | StarterPPC,33.240572,1.2784835384615385,0.0,0.0,26
Pmax Feed Only | Nursery | StarterPPC,18.580141,0.5993593870967743,0.0,0.0,31
Inbound Search | StarterPPC,12.84,1.1672727272727272,0.0,0.0,11
Outbound Video | StarterPPC,6.393751,0.913393,0.0,0.0,7
TR | LaL | QUIZ,0.0,0.0,0.0,99.0,0
