Campaign Name,Spend,Cost Per Click,Cost Per Conversion,Revenue,Clicks
Pmax Feed Only | Fruits | StarterPPC,633.761409,0.7580878098086123,0.0,0.0,836
YT Video Remarketing | StarterPPC,33.909026,1.3041933076923076,0.0,0.0,26
Pmax Feed Only | Nursery | StarterPPC,18.580141,0.5993593870967743,0.0,0.0,31
Inbound Search | StarterPPC,12.84,1.1672727272727272,0.0,0.0,11
Outbound Video | StarterPPC,6.463343,0.9233347142857143,0.0,0.0,7
TR | LaL | QUIZ,0.0,0.0,0.0,99.0,0
