Campaign Name,Spend,Cost Per Click,Cost Per Conversion,Revenue,Clicks
Pmax Feed Only | Fruits | StarterPPC,597.517036,0.8063657705802968,0.0,0.0,741
YT Video Remarketing | StarterPPC,30.433963,1.2680817916666667,0.0,0.0,24
Inbound Search | StarterPPC,18.06,1.0623529411764705,0.0,0.0,17
Pmax Feed Only | Nursery | StarterPPC,11.477379,0.44143765384615385,0.0,0.0,26
Outbound Video | StarterPPC,6.849232,1.1415386666666667,0.0,0.0,6
