Campaign Name,Spend,Cost Per Click,Cost Per Conversion,Revenue,Clicks
Pmax Feed Only | Fruits | StarterPPC,490.40359,0.8092468481848185,0.0,0.0,606
YT Video Remarketing | StarterPPC,27.702975,1.38514875,0.0,0.0,20
Pmax Feed Only | Nursery | StarterPPC,15.091924,0.6288301666666667,0.0,0.0,24
Inbound Search | StarterPPC,11.52,1.28,0.0,0.0,9
Outbound Video | StarterPPC,4.96888,1.6562933333333334,0.0,0.0,3
TR | LaL | QUIZ,0.0,0.0,0.0,99.0,0
