Campaign Name,Spend,Cost Per Click,Cost Per Conversion,Revenue,Clicks
Pmax Feed Only | Fruits | StarterPPC,549.241409,0.7937014580924855,0.0,0.0,692
YT Video Remarketing | StarterPPC,29.86008,1.298264347826087,0.0,0.0,23
Pmax Feed Only | Nursery | StarterPPC,16.085444,0.5957571851851852,0.0,0.0,27
Inbound Search | StarterPPC,11.52,1.28,0.0,0.0,9
Outbound Video | StarterPPC,5.68843,1.137686,0.0,0.0,5
TR | LaL | QUIZ,0.0,0.0,0.0,99.0,0
