Campaign Name,Spend,Cost Per Click,Cost Per Conversion,Revenue,Clicks
Pmax Feed Only | Fruits | StarterPPC,617.771409,0.7608022278325123,0.0,0.0,812
YT Video Remarketing | StarterPPC,32.992183,1.2689301153846153,0.0,0.0,26
Pmax Feed Only | Nursery | StarterPPC,18.580141,0.5993593870967743,0.0,0.0,31
Inbound Search | StarterPPC,12.84,1.1672727272727272,0.0,0.0,11
Outbound Video | StarterPPC,6.384333,1.0640555,0.0,0.0,6
TR | LaL | QUIZ,0.0,0.0,0.0,99.0,0
