Campaign Name,Spend,Cost Per Click,Cost Per Conversion,Revenue,Clicks
Pmax Feed Only | Fruits | StarterPPC,607.907036,0.8019881741424801,0.0,0.0,758
YT Video Remarketing | StarterPPC,31.436702,1.25746808,0.0,0.0,25
Inbound Search | StarterPPC,18.06,1.0623529411764705,0.0,0.0,17
Pmax Feed Only | Nursery | StarterPPC,11.583205,0.4290075925925926,0.0,0.0,27
Outbound Video | StarterPPC,6.903821,1.1506368333333332,0.0,0.0,6
